customer_id,plan,signup_date,region,tenure_months,monthly_revenue,status,churn
CUS-1314,Basic,2025-01-14,APAC,11,47.05,Active,No
CUS-2563,Enterprise,2023-12-03,EMEA,25,885.36,Active,No
CUS-1234,Pro,2023-04-12,APAC,33,122.94,Active,No
CUS-1508,Pro,2025-06-11,Americas,6,126.52,Active,No
CUS-2337,Basic,2023-01-03,EMEA,36,27.61,Active,No
CUS-2386,Basic,2025-10-28,APAC,2,27.78,Churned,Yes
CUS-1112,Basic,2023-11-02,EMEA,26,50.0,Active,No
CUS-2579,Enterprise,2024-08-08,APAC,17,659.24,Active,No
CUS-1411,Pro,2025-02-24,Americas,10,101.4,Active,No
CUS-1219,Enterprise,2023-12-30,Americas,24,584.82,Active,No
CUS-3115,Basic,2023-05-28,APAC,31,26.99,Active,No
CUS-2308,Pro,2024-03-17,Americas,21,103.77,Active,No
CUS-2081,Basic,2024-03-09,EMEA,22,48.96,Churned,Yes
CUS-1760,Basic,2023-07-15,EMEA,30,35.3,Active,No
CUS-1912,Enterprise,2024-07-24,EMEA,17,721.88,Active,0
CUS-1808,Basic,2025-01-17,EMEA,11,27.48,Active,No
CUS-1440,Pro,2024-12-14,EMEA,12,125.88,Active,No
CUS-1545,Basic,2024-02-18,Americas,22,29.96,Active,No
CUS-1486,Basic,2025-04-02,,9,37.57,Active,No
CUS-3476,Basic,2023-06-19,APAC,30,23.06,Active,No
CUS-1388,Enterprise,2025-11-15,APAC,1,819.72,Active,No
CUS-3917,Basic,2025-06-26,EMEA,6,27.79,Churned,Yes
CUS-2193,Enterprise,2024-10-25,APAC,14,511.93,Active,0
CUS-2231,Basic,2025-12-23,APAC,0,38.54,Churned,1
CUS-2211,Pro,2025-03-03,,10,80.0,Active,No
CUS-2274,Pro,2025-08-04,Americas,4,121.77,Churned,Yes
CUS-2940,Basic,2023-09-18,APAC,27,40.83,Active,No
CUS-3304,Basic,2024-02-21,EMEA,22,31.07,Active,No
CUS-1931,Basic,2024-10-13,APAC,14,29.89,Active,No
CUS-1136,Basic,2025-05-08,APAC,7,40.9,Churned,Yes
CUS-2781,Basic,2024-01-09,Americas,24,49.61,Active,No
CUS-3168,Basic,2025-04-07,Americas,8,36.81,Active,No
CUS-2498,Pro,2024-08-15,EMEA,16,136.48,Active,No
CUS-3257,Enterprise,2024-12-27,EMEA,12,317.17,Active,No
CUS-1367,Pro,2025-03-20,APAC,9,137.56,Active,No
CUS-3025,Basic,2025-01-19,,11,38.45,Active,No
CUS-3898,Basic,2025-07-15,APAC,5,43.85,Active,No
CUS-1030,Pro,2024-04-04,APAC,21,148.55,Active,No
CUS-3502,Pro,2024-09-17,EMEA,15,131.25,Active,No
CUS-3969,Pro,2025-01-12,EMEA,11,97.5,Active,No
CUS-2048,Pro,2023-12-07,EMEA,25,85.17,Active,No
CUS-3888,Enterprise,2023-07-05,EMEA,30,418.46,Active,No
CUS-2422,Basic,2023-08-05,EMEA,29,27.61,Active,No
CUS-2489,Enterprise,2024-01-30,APAC,23,822.0,Active,0
CUS-1184,Basic,2023-08-04,Americas,29,41.64,Active,No
CUS-2135,Enterprise,2024-09-23,APAC,15,326.6,Active,No
CUS-1189,Pro,2023-06-06,APAC,31,132.55,Active,No
CUS-1421,Pro,2025-08-17,EMEA,4,123.36,Active,No
CUS-1171,Basic,2025-12-22,Americas,0,36.14,Active,No
CUS-2378,Enterprise,2023-09-17,EMEA,27,1326.97,Active,No
CUS-1461,Pro,2024-06-14,APAC,18,123.89,Active,No
CUS-1044,Basic,2024-06-27,Americas,18,42.13,Active,No
CUS-1088,Basic,2024-06-30,Americas,18,33.27,Active,No
CUS-2323,Basic,2025-01-23,EMEA,11,34.96,Churned,No
CUS-2741,Basic,2023-10-17,APAC,26,44.25,Active,No
CUS-1706,Pro,2023-07-24,APAC,29,82.97,Active,No
CUS-1904,Basic,2024-10-09,Americas,14,33.76,Active,No
CUS-1283,Basic,2023-12-24,EMEA,24,28.9,Active,No
CUS-3459,Basic,2023-09-24,EMEA,27,27.51,Active,No
CUS-1694,Basic,2024-10-30,Americas,14,44.35,Active,No
CUS-3090,Basic,2024-01-30,APAC,23,36.59,Active,No
CUS-3067,Basic,2025-01-15,APAC,11,41.97,Active,No
CUS-1258,Basic,2024-01-17,APAC,23,22.55,Active,No
CUS-3645,Basic,2025-01-16,EMEA,11,30.93,Churned,Yes
CUS-3595,Basic,2024-11-01,Americas,14,46.76,Active,No
CUS-3443,Basic,2025-07-14,Americas,5,31.55,Active,No
CUS-3884,Basic,2025-11-25,Americas,1,24.56,Churned,Yes
CUS-2217,Basic,2025-02-16,APAC,10,33.4,Churned,Yes
CUS-2042,Pro,2025-04-30,APAC,8,82.75,Churned,Yes
CUS-3454,Pro,2023-08-01,EMEA,29,85.05,Active,No
CUS-1150,Basic,2023-08-26,EMEA,28,50.0,Active,No
CUS-2737,Enterprise,2025-02-14,APAC,10,556.36,Active,No
CUS-3359,Enterprise,2024-03-19,EMEA,21,671.16,Active,No
CUS-3393,Basic,2025-12-20,,0,36.25,Churned,Yes
CUS-3442,Basic,2025-06-07,APAC,6,20.64,Active,No
CUS-3113,Basic,2025-04-10,,8,43.11,Active,No
CUS-3418,Basic,2025-11-06,EMEA,1,30.75,Active,No
CUS-1135,Pro,2025-03-25,APAC,9,107.24,Active,No
CUS-3931,Pro,2025-12-11,APAC,0,129.73,Active,No
CUS-1832,Pro,2025-01-05,EMEA,12,146.51,Active,No
CUS-2801,Pro,2024-06-13,Americas,18,107.6,Churned,Yes
CUS-3930,Pro,2023-02-27,EMEA,34,114.67,Active,No
CUS-3989,Basic,2025-11-01,Americas,2,48.22,Churned,Yes
CUS-2899,Basic,2025-09-26,Americas,3,49.98,Active,No
CUS-1865,Basic,2025-11-10,EMEA,1,39.52,Active,No
CUS-1529,Pro,2025-07-23,Americas,5,80.0,Churned,No
CUS-3220,Basic,2023-05-05,APAC,32,26.79,Active,No
CUS-1431,Enterprise,2024-11-09,APAC,13,542.91,Active,No
CUS-3744,Pro,2025-09-26,APAC,3,133.33,Active,No
CUS-2745,Pro,2023-03-10,APAC,34,113.49,Active,No
CUS-1611,Pro,2025-02-24,APAC,10,80.0,Active,0
CUS-1950,Basic,2024-01-04,Americas,24,23.46,Active,No
CUS-3812,Enterprise,2023-03-01,EMEA,34,373.03,Active,No
CUS-1222,Basic,2025-06-03,Americas,7,30.08,Active,No
CUS-2916,Basic,2025-06-17,EMEA,6,34.94,Active,No
CUS-3412,Enterprise,2025-05-13,EMEA,7,638.79,Active,No
CUS-2037,Basic,2024-02-22,APAC,22,29.42,Churned,No
CUS-3646,Enterprise,2023-10-13,Americas,27,1064.53,Active,No
CUS-1933,Basic,2024-09-11,Americas,15,39.5,Churned,No
CUS-3556,Pro,2025-09-20,APAC,3,98.78,Active,No
CUS-1174,Enterprise,2025-12-16,EMEA,0,1243.66,Churned,Yes
CUS-1566,Pro,2025-06-12,APAC,6,111.74,Churned,No
CUS-2961,Pro,2023-07-20,Americas,29,110.82,Active,0
CUS-1813,Enterprise,2024-11-20,APAC,13,1258.69,Active,No
CUS-3688,Pro,2023-09-02,APAC,28,96.85,Active,No
CUS-1959,Basic,2023-05-14,,32,22.78,Active,No
CUS-1528,Enterprise,2023-07-22,EMEA,29,1228.27,Active,No
CUS-2414,Enterprise,2023-07-06,EMEA,30,615.28,Active,No
CUS-2612,Pro,2024-01-24,APAC,23,118.26,Churned,Yes
CUS-1273,Basic,2025-01-09,APAC,11,26.45,Active,No
CUS-1927,Basic,2024-10-22,Americas,14,32.21,Churned,Yes
CUS-2740,Pro,2025-01-18,,11,108.87,Active,No
CUS-1848,Pro,2025-03-25,APAC,9,127.4,Active,No
CUS-1953,Basic,2025-11-28,APAC,1,45.98,Churned,Yes
CUS-2621,Basic,2023-10-24,EMEA,26,23.51,Active,No
CUS-4000,Basic,2025-07-01,Americas,6,43.17,Active,No
CUS-3316,Basic,2024-04-29,APAC,20,37.61,Active,No
CUS-2913,Enterprise,2024-04-08,APAC,21,665.85,Active,No
CUS-3594,Basic,2023-01-22,EMEA,35,32.24,Active,No
CUS-3032,Basic,2025-08-30,EMEA,4,31.64,Churned,Yes
CUS-2101,Basic,2024-01-10,EMEA,24,30.34,Active,No
CUS-2293,Pro,2023-03-01,APAC,34,131.57,Active,No
CUS-3876,Basic,2024-07-12,Americas,17,42.54,Active,No
CUS-1169,Basic,2023-03-30,EMEA,33,26.32,Active,No
CUS-3377,Enterprise,2023-11-10,Americas,26,2000.0,Churned,No
CUS-2468,Basic,2025-02-23,APAC,10,35.35,Active,No
CUS-3767,Basic,2024-03-07,EMEA,22,50.0,Active,No
CUS-2399,Pro,2023-07-18,APAC,29,118.67,Active,No
CUS-2229,Enterprise,2024-10-06,APAC,15,328.56,Active,No
CUS-3235,Pro,2025-03-14,APAC,9,96.6,Churned,Yes
CUS-2739,Basic,2023-06-21,Americas,30,37.88,Active,No
CUS-1368,Pro,2025-01-21,APAC,11,81.12,Active,No
CUS-3276,Basic,2025-05-08,APAC,7,50.0,Churned,Yes
CUS-1868,Pro,2023-12-29,Americas,24,113.32,Active,No
CUS-2303,Pro,2025-12-19,APAC,0,97.93,Active,No
CUS-1352,Basic,2023-05-31,Americas,31,39.43,Active,No
CUS-3395,Pro,2024-06-13,EMEA,18,87.17,Active,No
CUS-3504,Pro,2025-01-16,APAC,11,118.2,Active,No
CUS-1980,Basic,2025-02-28,Americas,10,30.0,Active,No
CUS-2848,Pro,2025-02-15,Americas,10,112.78,Active,No
CUS-3371,Basic,2023-06-02,APAC,31,50.0,Active,No
CUS-1499,Basic,2024-04-08,APAC,21,29.76,Active,No
CUS-2629,Basic,2023-09-22,APAC,27,47.43,Active,No
CUS-1211,Pro,2024-03-28,EMEA,21,119.39,Active,No
CUS-3471,Basic,2025-01-19,EMEA,11,34.65,Churned,Yes
CUS-1602,Pro,2023-06-07,APAC,31,87.17,Active,No
CUS-1228,Pro,2023-09-29,,27,90.51,Active,No
CUS-1366,Basic,2024-02-23,EMEA,22,47.44,Active,No
CUS-1582,Basic,2025-06-22,EMEA,6,39.4,Churned,No
CUS-3856,Enterprise,2025-07-06,EMEA,5,1509.69,Active,No
CUS-3179,Basic,2024-09-30,EMEA,15,28.95,Active,No
CUS-3019,Pro,2024-12-18,APAC,12,117.34,Active,No
CUS-1860,Basic,2023-04-05,APAC,33,40.48,Active,No
CUS-1408,Pro,2023-11-06,Americas,26,98.45,Active,No
CUS-2921,Basic,2024-04-09,APAC,21,24.89,Active,No
CUS-2614,Basic,2024-07-17,EMEA,17,39.83,Active,No
CUS-1679,Basic,2023-12-19,EMEA,24,21.46,Active,No
CUS-2265,Pro,2025-02-18,,10,102.3,Active,No
CUS-3408,Basic,2023-07-31,Americas,29,32.3,Active,No
CUS-1692,Enterprise,2024-12-20,Americas,12,300.0,Active,No
CUS-1008,Pro,2023-05-05,Americas,32,123.07,Active,No
CUS-3868,Pro,2025-03-05,EMEA,10,133.57,Active,No
CUS-2205,Basic,2025-04-30,EMEA,8,48.41,Churned,Yes
CUS-3234,Enterprise,2024-05-12,APAC,19,2000.0,Active,No
CUS-1416,Basic,2023-10-09,Americas,27,24.48,Active,No
CUS-1671,Basic,2024-03-27,Americas,21,31.18,Active,No
CUS-1811,Basic,2024-11-04,Americas,14,26.74,Active,No
CUS-2090,Basic,2023-08-09,EMEA,29,27.18,Active,No
CUS-1200,Basic,2025-10-05,EMEA,2,45.35,Churned,Yes
CUS-1284,Basic,2023-04-05,APAC,33,37.48,Active,No
CUS-1232,Basic,2023-05-24,EMEA,31,50.0,Active,No
CUS-3731,Basic,2023-12-05,EMEA,25,36.78,Active,No
CUS-3862,Basic,2023-02-24,EMEA,34,27.56,Active,No
CUS-1097,Basic,2023-04-10,APAC,33,30.12,Active,No
CUS-2588,Pro,2025-10-19,Americas,2,137.94,Active,No
CUS-3570,Enterprise,2025-09-28,APAC,3,300.0,Active,No
CUS-2607,Enterprise,2025-08-27,APAC,4,1143.87,Churned,No
CUS-1677,Enterprise,2024-02-13,EMEA,22,312.45,Active,No
CUS-2861,Pro,2024-09-22,APAC,15,103.82,Active,No
CUS-3782,Basic,2025-12-09,Americas,0,32.58,Active,No
CUS-3864,Basic,2025-04-20,EMEA,0,40.53,Churned,No
CUS-3588,Basic,2024-01-05,Americas,24,46.22,Active,No
CUS-2400,Basic,2025-05-18,APAC,7,35.42,Active,No
CUS-2371,Basic,2024-01-10,EMEA,24,32.86,Active,No
CUS-1105,Pro,2025-01-02,Americas,12,93.9,Active,No
CUS-3088,Basic,2024-05-08,EMEA,20,20.4,Active,No
CUS-1600,Pro,2024-06-29,Americas,18,114.96,Active,No
CUS-2757,Basic,2024-05-23,EMEA,19,20.0,Active,No
CUS-2324,Pro,2023-03-28,EMEA,33,91.6,Churned,Yes
CUS-1643,Basic,2025-06-08,,6,28.18,Active,No
CUS-1701,Basic,2025-09-28,APAC,3,35.49,Churned,Yes
CUS-1227,Basic,2025-02-06,APAC,10,28.07,Churned,Yes
CUS-2698,Pro,2024-07-07,APAC,18,126.85,Active,No
CUS-2011,Pro,2023-12-07,APAC,25,80.0,Active,No
CUS-2573,Pro,2023-07-03,EMEA,30,134.78,Active,No
CUS-1777,Pro,2025-03-29,EMEA,9,150.0,Active,No
CUS-2731,Enterprise,2024-02-09,APAC,23,343.78,Active,No
CUS-3827,Basic,2025-02-05,APAC,10,50.0,Active,No
CUS-3229,Basic,2023-09-24,EMEA,27,32.87,Active,No
CUS-3795,Pro,2025-05-21,APAC,7,113.3,Active,No
CUS-1465,Pro,2025-04-29,APAC,8,144.41,Active,No
CUS-3652,Basic,2024-06-11,Americas,18,28.71,Active,No
CUS-2094,Basic,2023-09-02,,28,32.29,Active,No
CUS-2272,Basic,2024-07-09,Americas,18,30.54,Active,No
CUS-3924,Pro,2024-01-18,APAC,23,94.24,Active,No
CUS-2581,Enterprise,2025-02-10,EMEA,10,778.04,Active,No
CUS-2208,Basic,2023-03-05,APAC,34,21.24,Active,No
CUS-1213,Basic,2025-06-08,EMEA,6,32.55,Active,No
CUS-1013,Pro,2025-05-20,APAC,7,128.73,Active,No
CUS-3973,Basic,2024-10-13,Americas,14,33.13,Churned,No
CUS-1423,Basic,2025-02-14,Americas,10,34.29,Active,No
CUS-2689,Pro,2025-08-08,Americas,4,111.72,Active,No
CUS-2780,Basic,2025-02-18,Americas,10,33.06,Churned,Yes
CUS-3640,Basic,2024-11-10,APAC,13,39.29,Active,No
CUS-3320,Enterprise,2024-02-05,Americas,23,1667.99,Active,No
CUS-1638,Pro,2023-10-16,,26,112.22,Active,No
CUS-2279,Enterprise,2024-01-02,Americas,24,1971.72,Active,No
CUS-2641,Pro,2023-09-12,EMEA,28,113.73,Active,0
CUS-1510,Basic,2023-12-29,EMEA,24,38.6,Active,No
CUS-1598,Pro,2025-09-09,EMEA,3,84.14,Active,No
CUS-3713,Basic,2025-12-26,APAC,0,22.32,Churned,Yes
CUS-3635,Basic,2023-05-01,EMEA,32,32.47,Active,No
CUS-3365,Pro,2025-09-12,APAC,3,94.31,Active,No
CUS-3644,Enterprise,2024-03-02,APAC,22,587.82,Active,No
CUS-1519,Basic,2024-10-23,APAC,14,45.44,Active,0
CUS-3794,Enterprise,2023-05-13,APAC,32,1807.16,Active,No
CUS-1574,Pro,2024-06-16,EMEA,18,100.82,Active,No
CUS-3726,Pro,2025-09-27,EMEA,3,150.0,Active,0
CUS-2098,Pro,2025-01-23,EMEA,11,86.87,Active,No
CUS-2948,Enterprise,2025-05-30,EMEA,7,599.8,Active,No
CUS-2449,Pro,2024-10-11,EMEA,14,80.0,Active,No
CUS-2585,Pro,2025-02-03,APAC,11,141.85,Active,No
CUS-3597,Basic,2025-10-20,APAC,2,40.35,Churned,Yes
CUS-1965,Enterprise,2024-03-31,EMEA,21,1372.54,Active,No
CUS-2019,Basic,2023-04-27,EMEA,32,50.0,Active,No
CUS-3909,Enterprise,2024-01-23,EMEA,23,453.74,Active,No
CUS-1359,Basic,2025-02-28,Americas,10,42.33,Active,No
CUS-1737,Basic,2023-11-12,Americas,26,39.85,Active,No
CUS-2785,Basic,2025-11-30,EMEA,1,41.08,Churned,Yes
CUS-2609,Basic,2023-05-01,Americas,32,33.08,Active,No
CUS-1260,Pro,2023-02-04,EMEA,35,113.73,Active,No
CUS-3772,Pro,2025-09-24,Americas,3,102.36,Churned,Yes
CUS-3643,Pro,2025-05-23,APAC,7,107.52,Active,No
CUS-3743,Basic,2025-06-02,APAC,7,40.78,Churned,Yes
CUS-3384,Basic,2023-09-09,APAC,28,32.52,Active,No
CUS-2030,Basic,2025-10-05,APAC,2,46.63,Churned,Yes
CUS-3409,Basic,2023-10-28,APAC,26,50.0,Active,No
CUS-1970,Basic,2023-06-30,APAC,30,39.75,Active,No
CUS-3991,Pro,2023-05-21,APAC,31,101.16,Active,No
CUS-1820,Basic,2025-07-07,EMEA,5,50.0,Churned,Yes
CUS-3717,Basic,2025-07-01,EMEA,6,20.0,Churned,Yes
CUS-3326,Enterprise,2023-07-18,APAC,29,1355.97,Active,No
CUS-1457,Enterprise,2025-11-07,APAC,1,845.42,Churned,No
CUS-1463,Enterprise,2023-01-30,EMEA,35,859.43,Active,No
CUS-3345,Pro,2024-01-06,APAC,24,81.6,Active,No
CUS-3689,Basic,2025-05-12,APAC,7,20.0,Active,No
CUS-1382,Enterprise,2025-08-27,APAC,4,1115.82,Churned,Yes
CUS-2892,Pro,2023-12-24,Americas,24,116.48,Active,No
CUS-2833,Basic,2025-02-26,APAC,10,22.34,Active,0
CUS-3309,Pro,2023-08-29,EMEA,28,104.95,Active,No
CUS-2507,Pro,2024-05-19,APAC,19,90.11,Active,No
CUS-1806,Basic,2023-07-01,APAC,30,50.0,Active,No
CUS-3439,Basic,2025-11-06,Americas,1,36.3,Churned,Yes
CUS-1757,Basic,2023-12-08,Americas,25,29.77,Active,No
CUS-3516,Pro,2025-12-29,APAC,0,150.0,Churned,Yes
CUS-2254,Pro,2024-10-20,Americas,14,119.85,Active,No
CUS-1870,Basic,2024-07-19,APAC,17,27.6,Active,No
CUS-3065,Basic,2025-10-09,EMEA,2,50.0,Churned,Yes
CUS-2411,Pro,2024-03-28,APAC,21,104.77,Active,No
CUS-3361,Pro,2025-01-14,APAC,11,96.1,Churned,Yes
CUS-3288,Pro,2024-10-03,APAC,15,150.0,Active,No
CUS-3859,Pro,2024-10-31,,14,148.84,Active,No
CUS-2174,Pro,2024-01-01,APAC,24,80.0,Active,No
CUS-1543,Pro,2025-09-03,Americas,3,143.53,Active,No
CUS-3105,Pro,2025-07-17,APAC,5,117.97,Active,No
CUS-2256,Enterprise,2023-03-19,APAC,33,524.6,Active,No
CUS-2767,Enterprise,2025-02-03,EMEA,11,1258.7,Active,No
CUS-2766,Basic,2023-12-13,EMEA,24,43.1,Active,No
CUS-2290,Pro,2024-12-20,Americas,12,126.12,Active,No
CUS-3422,Basic,2024-08-16,EMEA,16,25.42,Active,No
CUS-3528,Enterprise,2023-09-01,APAC,28,300.0,Active,No
CUS-2344,Pro,2023-11-10,EMEA,26,114.51,Active,0
CUS-2526,Basic,2024-11-28,EMEA,13,41.96,Active,No
CUS-3895,Enterprise,2023-02-11,EMEA,35,1669.85,Active,No
CUS-3687,Basic,2023-03-08,,34,32.98,Active,No
CUS-3195,Pro,2025-09-09,EMEA,3,93.69,Active,No
CUS-3421,Basic,2024-04-18,APAC,20,21.89,Active,No
CUS-2678,Basic,2023-06-30,EMEA,30,26.56,Active,No
CUS-2287,Basic,2025-10-24,EMEA,2,49.21,Active,No
CUS-1436,Basic,2024-11-21,APAC,13,42.8,Active,0
CUS-2728,Enterprise,2023-12-11,Americas,25,561.9,Active,No
CUS-1238,Pro,2024-01-27,EMEA,23,127.45,Active,No
CUS-3348,Pro,2025-04-20,APAC,8,103.98,Active,No
CUS-1110,Enterprise,2025-11-01,Americas,2,716.96,Active,No
CUS-3275,Enterprise,2024-04-15,Americas,20,840.15,Active,No
CUS-1164,Basic,2025-03-02,Americas,10,41.37,Active,0
CUS-1289,Basic,2023-04-08,EMEA,33,26.45,Churned,Yes
CUS-1253,Basic,2023-12-16,Americas,24,43.99,Active,No
CUS-3584,Basic,2025-03-09,,9,25.18,Active,No
CUS-2965,Pro,2023-11-18,Americas,25,141.65,Active,No
CUS-2289,Basic,2025-12-23,APAC,0,38.38,Churned,Yes
CUS-1745,Basic,2023-04-10,Americas,33,29.32,Active,No
CUS-2207,Pro,2023-09-12,APAC,28,80.0,Active,No
CUS-3420,Enterprise,2024-03-20,Americas,21,1230.45,Active,No
CUS-2392,Pro,2025-05-09,EMEA,7,81.95,Active,No
CUS-3334,Basic,2023-07-23,EMEA,29,32.0,Active,No
CUS-1991,Pro,2025-12-03,APAC,0,85.39,Churned,Yes
CUS-1840,Basic,2024-01-22,EMEA,23,37.26,Active,No
CUS-2150,Enterprise,2024-05-14,,19,300.0,Active,No
CUS-2222,Basic,2023-01-23,EMEA,35,36.22,Churned,Yes
CUS-2744,Enterprise,2024-01-18,APAC,23,590.34,Active,No
CUS-3401,Pro,2025-02-03,APAC,11,90.28,Active,No
CUS-1462,Basic,2025-06-28,APAC,6,26.99,Active,No
CUS-2310,Enterprise,2025-01-17,Americas,11,1808.96,Active,No
CUS-2436,Enterprise,2024-11-26,Americas,13,1299.66,Active,No
CUS-1158,Pro,2023-03-03,Americas,34,108.79,Active,No
CUS-2912,Basic,2024-07-15,APAC,17,28.09,Active,0
CUS-3360,Basic,2025-07-11,EMEA,5,50.0,Active,No
CUS-1678,Basic,2024-11-05,EMEA,14,35.84,Active,No
CUS-3849,Pro,2023-04-05,APAC,33,150.0,Active,No
CUS-2873,Enterprise,2025-03-01,EMEA,10,740.75,Active,No
CUS-1239,Basic,2024-03-15,APAC,21,30.44,Active,No
CUS-3918,Enterprise,2025-05-04,APAC,8,2000.0,Active,No
CUS-2092,Pro,2025-05-27,APAC,7,126.05,Active,No
CUS-3871,Pro,2025-01-14,APAC,11,103.36,Active,No
CUS-1101,Enterprise,2025-11-22,Americas,1,665.58,Active,No
CUS-1316,Basic,2023-03-02,APAC,34,31.52,Active,No
CUS-2024,Basic,2025-10-05,EMEA,2,32.58,Churned,Yes
CUS-3747,Basic,2023-08-03,APAC,29,29.89,Active,No
CUS-1768,Basic,2024-02-22,APAC,22,44.48,Active,No
CUS-2345,Enterprise,2025-04-20,Americas,8,694.09,Active,No
CUS-1262,Pro,2025-03-09,Americas,9,86.36,Active,No
CUS-2452,Pro,2025-12-13,EMEA,0,126.81,Active,No
CUS-3835,Pro,2024-10-04,APAC,15,150.0,Churned,No
CUS-1196,Basic,2024-04-17,EMEA,20,37.75,Active,No
CUS-2776,Basic,2023-03-09,APAC,34,40.12,Active,No
CUS-3842,Basic,2024-02-03,Americas,23,29.84,Active,No
CUS-2736,Pro,2025-04-02,APAC,9,133.25,Active,No
CUS-1180,Pro,2024-09-22,Americas,15,93.8,Active,No
CUS-3923,Basic,2025-04-06,EMEA,8,26.44,Active,No
CUS-1341,Basic,2024-02-19,Americas,22,33.53,Active,No
CUS-2100,Basic,2025-10-09,EMEA,2,42.68,Active,No
CUS-2544,Basic,2024-08-19,EMEA,16,34.81,Active,No
CUS-1749,Pro,2024-01-27,APAC,23,92.26,Active,No
CUS-3756,Pro,2024-12-30,APAC,12,83.6,Churned,Yes
CUS-1663,Basic,2025-09-03,APAC,3,45.86,Churned,Yes
CUS-1481,Basic,2024-06-29,APAC,18,23.23,Active,No
CUS-3139,Pro,2023-10-01,EMEA,27,91.9,Active,No
CUS-1872,Basic,2023-09-12,EMEA,28,39.9,Active,No
CUS-2454,Enterprise,2025-02-01,Americas,11,667.81,Active,No
CUS-3953,Basic,2024-07-02,Americas,18,27.54,Active,No
CUS-1550,Basic,2025-08-02,EMEA,5,32.55,Active,No
CUS-3021,Pro,2025-10-17,Americas,2,91.42,Churned,Yes
CUS-3709,Basic,2023-03-04,APAC,34,28.33,Active,No
CUS-1743,Enterprise,2025-08-09,Americas,4,1013.66,Active,No
CUS-3416,Basic,2024-07-02,APAC,18,38.27,Active,No
CUS-3638,Basic,2025-03-15,EMEA,9,30.0,Churned,Yes
CUS-3567,Basic,2025-02-22,APAC,10,23.78,Churned,Yes
CUS-3293,Pro,2025-08-05,APAC,4,98.96,Churned,Yes
CUS-2910,Enterprise,2023-10-23,EMEA,26,703.4,Active,No
CUS-1791,Basic,2023-10-03,EMEA,27,37.2,Active,No
CUS-3121,Basic,2025-01-14,APAC,11,42.84,Active,No
CUS-2447,Enterprise,2024-04-03,APAC,21,1021.06,Active,No
CUS-1248,Basic,2025-06-11,EMEA,6,42.19,Active,No
CUS-1830,Basic,2025-01-17,EMEA,11,29.19,Churned,Yes
CUS-2125,Basic,2025-12-04,APAC,0,40.3,Churned,Yes
CUS-3721,Basic,2025-05-18,Americas,7,31.7,Churned,Yes
CUS-1627,Pro,2025-09-27,EMEA,3,91.51,Active,No
CUS-1348,Basic,2024-12-14,APAC,12,34.05,Active,No
CUS-1279,Enterprise,2024-02-05,APAC,23,1536.48,Active,No
CUS-2784,Basic,2024-11-10,APAC,13,29.89,Active,No
CUS-3281,Basic,2025-11-19,APAC,1,36.82,Active,No
CUS-1656,Basic,2023-04-18,Americas,32,50.0,Active,No
CUS-2214,Basic,2023-05-27,EMEA,31,30.75,Active,No
CUS-1839,Basic,2025-06-19,EMEA,0,37.33,Churned,No
CUS-3625,Pro,2023-01-04,APAC,36,150.0,Active,No
CUS-3589,Basic,2024-08-17,APAC,16,33.31,Active,No
CUS-3351,Basic,2025-10-05,APAC,2,24.01,Churned,Yes
CUS-2710,Basic,2024-03-05,EMEA,22,41.98,Churned,1
CUS-3024,Basic,2025-01-31,EMEA,11,32.9,Active,No
CUS-1977,Basic,2023-03-15,Americas,34,32.16,Active,No
CUS-1446,Pro,2024-02-16,APAC,22,89.53,Active,No
CUS-1618,Basic,2023-07-11,APAC,30,20.81,Active,No
CUS-2475,Basic,2024-08-29,APAC,16,32.75,Active,No
CUS-2779,Basic,2023-12-14,APAC,24,50.0,Active,No
CUS-3518,Basic,2023-09-22,Americas,27,30.38,Active,No
CUS-2245,Basic,2025-03-08,EMEA,9,40.08,Churned,Yes
CUS-3996,Basic,2024-04-16,Americas,20,28.93,Active,No
CUS-3553,Pro,2024-03-03,EMEA,22,90.48,Active,No
CUS-1548,Basic,2025-12-01,Americas,1,30.65,Active,No
CUS-3211,Enterprise,2024-06-11,Americas,18,334.36,Active,No
CUS-2624,Basic,2025-09-09,APAC,3,33.11,Active,No
CUS-1264,Basic,2024-07-20,APAC,17,36.52,Active,No
CUS-2398,Enterprise,2025-05-23,,7,461.29,Active,No
CUS-3354,Basic,2025-02-04,APAC,11,35.99,Active,No
CUS-2816,Basic,2023-01-26,Americas,35,29.74,Active,No
CUS-1354,Pro,2024-02-20,EMEA,22,105.94,Active,No
CUS-2076,Basic,2024-05-19,EMEA,19,44.9,Active,No
CUS-1209,Basic,2023-05-23,,31,38.17,Churned,Yes
CUS-1614,Enterprise,2025-09-21,EMEA,3,524.45,Active,No
CUS-3091,Basic,2024-05-31,EMEA,19,39.95,Active,No
CUS-3100,Basic,2025-08-10,EMEA,4,36.55,Active,No
CUS-2499,Basic,2025-08-04,Americas,4,34.14,Active,No
CUS-2136,Basic,2023-01-16,EMEA,36,29.52,Churned,Yes
CUS-3881,Basic,2024-01-13,,23,40.0,Active,No
CUS-3079,Basic,2024-03-07,APAC,22,23.97,Active,No
CUS-1058,Pro,2023-07-29,APAC,29,89.79,Active,No
CUS-3484,Basic,2024-03-09,,22,22.57,Active,No
CUS-1812,Basic,2023-06-22,APAC,30,50.0,Active,No
CUS-3196,Pro,2025-12-11,APAC,0,107.63,Churned,Yes
